STATISTIC,Statistic,TLIST(A1),Year,Age Code,Age of Mother at Maternity,PLC Code,Previous Liveborn Children,UNIT,VALUE
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,38,38 years,8,6,Number,6
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,38,38 years,10,7,Number,2
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,38,38 years,11,8,Number,4
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,38,38 years,12,9,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,38,38 years,15,10 or more,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,38,38 years,99,Not stated,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,39,39 years,26,Total Per Age Group,Number,320
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,39,39 years,1,0,Number,109
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,39,39 years,2,1,Number,94
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,39,39 years,3,2,Number,50
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,39,39 years,4,3,Number,33
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,39,39 years,5,4,Number,20
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,39,39 years,6,5,Number,5
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,39,39 years,8,6,Number,3
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,39,39 years,10,7,Number,2
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,39,39 years,11,8,Number,2
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,39,39 years,12,9,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,39,39 years,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,39,39 years,99,Not stated,Number,2
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,40,40 years,26,Total Per Age Group,Number,256
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,40,40 years,1,0,Number,66
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,40,40 years,2,1,Number,80
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,40,40 years,3,2,Number,61
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,40,40 years,4,3,Number,17
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,40,40 years,5,4,Number,18
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,40,40 years,6,5,Number,5
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,40,40 years,8,6,Number,2
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,40,40 years,10,7,Number,3
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,40,40 years,11,8,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,40,40 years,12,9,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,40,40 years,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,40,40 years,99,Not stated,Number,3
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,41,41 years,26,Total Per Age Group,Number,167
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,41,41 years,1,0,Number,51
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,41,41 years,2,1,Number,47
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,41,41 years,3,2,Number,16
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,41,41 years,4,3,Number,25
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,41,41 years,5,4,Number,12
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,41,41 years,6,5,Number,5
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,41,41 years,8,6,Number,5
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,41,41 years,10,7,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,41,41 years,11,8,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,41,41 years,12,9,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,41,41 years,15,10 or more,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,41,41 years,99,Not stated,Number,4
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,42,42 years,26,Total Per Age Group,Number,123
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,42,42 years,1,0,Number,33
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,42,42 years,2,1,Number,27
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,42,42 years,3,2,Number,22
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,42,42 years,4,3,Number,17
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,42,42 years,5,4,Number,9
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,42,42 years,6,5,Number,7
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,42,42 years,8,6,Number,5
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,42,42 years,10,7,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,42,42 years,11,8,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,42,42 years,12,9,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,42,42 years,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,42,42 years,99,Not stated,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,43,43 years,26,Total Per Age Group,Number,65
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,43,43 years,1,0,Number,21
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,43,43 years,2,1,Number,14
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,43,43 years,3,2,Number,10
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,43,43 years,4,3,Number,3
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,43,43 years,5,4,Number,5
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,43,43 years,6,5,Number,3
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,43,43 years,8,6,Number,5
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,43,43 years,10,7,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,43,43 years,11,8,Number,2
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,43,43 years,12,9,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,43,43 years,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,43,43 years,99,Not stated,Number,2
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,44,44 years,26,Total Per Age Group,Number,22
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,44,44 years,1,0,Number,4
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,44,44 years,2,1,Number,9
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,44,44 years,3,2,Number,2
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,44,44 years,4,3,Number,3
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,44,44 years,5,4,Number,2
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,44,44 years,6,5,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,44,44 years,8,6,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,44,44 years,10,7,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,44,44 years,11,8,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,44,44 years,12,9,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,44,44 years,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,44,44 years,99,Not stated,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,290,15 years and under,26,Total Per Age Group,Number,44
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,290,15 years and under,1,0,Number,42
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,290,15 years and under,2,1,Number,2
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,290,15 years and under,3,2,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,290,15 years and under,4,3,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,290,15 years and under,5,4,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,290,15 years and under,6,5,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,290,15 years and under,8,6,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,290,15 years and under,10,7,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,290,15 years and under,11,8,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,290,15 years and under,12,9,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,290,15 years and under,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,290,15 years and under,99,Not stated,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,355,Under 20 years,26,Total Per Age Group,Number,2220
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,355,Under 20 years,1,0,Number,2009
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,355,Under 20 years,2,1,Number,187
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,355,Under 20 years,3,2,Number,13
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,355,Under 20 years,4,3,Number,3
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,355,Under 20 years,5,4,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,355,Under 20 years,6,5,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,355,Under 20 years,8,6,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,355,Under 20 years,10,7,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,355,Under 20 years,11,8,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,355,Under 20 years,12,9,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,355,Under 20 years,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,355,Under 20 years,99,Not stated,Number,8
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,365,20 - 24 years,26,Total Per Age Group,Number,7109
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,365,20 - 24 years,1,0,Number,4874
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,365,20 - 24 years,2,1,Number,1703
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,365,20 - 24 years,3,2,Number,413
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,365,20 - 24 years,4,3,Number,75
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,365,20 - 24 years,5,4,Number,16
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,365,20 - 24 years,6,5,Number,6
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,365,20 - 24 years,8,6,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,365,20 - 24 years,10,7,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,365,20 - 24 years,11,8,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,365,20 - 24 years,12,9,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,365,20 - 24 years,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,365,20 - 24 years,99,Not stated,Number,21
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,410,25 - 29 years,26,Total Per Age Group,Number,7663
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,410,25 - 29 years,1,0,Number,3805
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,410,25 - 29 years,2,1,Number,2456
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,410,25 - 29 years,3,2,Number,912
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,410,25 - 29 years,4,3,Number,296
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,410,25 - 29 years,5,4,Number,114
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,410,25 - 29 years,6,5,Number,29
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,410,25 - 29 years,8,6,Number,7
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,410,25 - 29 years,10,7,Number,3
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,410,25 - 29 years,11,8,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,410,25 - 29 years,12,9,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,410,25 - 29 years,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,410,25 - 29 years,99,Not stated,Number,41
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,440,30 - 34 years,26,Total Per Age Group,Number,4870
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,440,30 - 34 years,1,0,Number,1973
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,440,30 - 34 years,2,1,Number,1528
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,440,30 - 34 years,3,2,Number,784
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,440,30 - 34 years,4,3,Number,336
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,440,30 - 34 years,5,4,Number,129
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,440,30 - 34 years,6,5,Number,51
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,440,30 - 34 years,8,6,Number,19
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,440,30 - 34 years,10,7,Number,10
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,440,30 - 34 years,11,8,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,440,30 - 34 years,12,9,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,440,30 - 34 years,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,440,30 - 34 years,99,Not stated,Number,38
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,460,35 - 39 years,26,Total Per Age Group,Number,2610
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,460,35 - 39 years,1,0,Number,864
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,460,35 - 39 years,2,1,Number,767
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,460,35 - 39 years,3,2,Number,471
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,460,35 - 39 years,4,3,Number,258
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,460,35 - 39 years,5,4,Number,141
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,460,35 - 39 years,6,5,Number,49
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,460,35 - 39 years,8,6,Number,20
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,460,35 - 39 years,10,7,Number,13
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,460,35 - 39 years,11,8,Number,9
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,460,35 - 39 years,12,9,Number,2
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,460,35 - 39 years,15,10 or more,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,460,35 - 39 years,99,Not stated,Number,15
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,475,40 - 44 years,26,Total Per Age Group,Number,633
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,475,40 - 44 years,1,0,Number,175
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,475,40 - 44 years,2,1,Number,177
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,475,40 - 44 years,3,2,Number,111
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,475,40 - 44 years,4,3,Number,65
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,475,40 - 44 years,5,4,Number,46
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,475,40 - 44 years,6,5,Number,20
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,475,40 - 44 years,8,6,Number,18
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,475,40 - 44 years,10,7,Number,5
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,475,40 - 44 years,11,8,Number,4
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,475,40 - 44 years,12,9,Number,2
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,475,40 - 44 years,15,10 or more,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,475,40 - 44 years,99,Not stated,Number,9
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,510,45 years and over,26,Total Per Age Group,Number,31
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,510,45 years and over,1,0,Number,10
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,510,45 years and over,2,1,Number,4
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,510,45 years and over,3,2,Number,5
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,510,45 years and over,4,3,Number,3
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,510,45 years and over,5,4,Number,4
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,510,45 years and over,6,5,Number,3
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,510,45 years and over,8,6,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,510,45 years and over,10,7,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,510,45 years and over,11,8,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,510,45 years and over,12,9,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,510,45 years and over,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,510,45 years and over,99,Not stated,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,999,Age not stated,26,Total Per Age Group,Number,9
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,999,Age not stated,1,0,Number,6
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,999,Age not stated,2,1,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,999,Age not stated,3,2,Number,2
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,999,Age not stated,4,3,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,999,Age not stated,5,4,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,999,Age not stated,6,5,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,999,Age not stated,8,6,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,999,Age not stated,10,7,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,999,Age not stated,11,8,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,999,Age not stated,12,9,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,999,Age not stated,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,999,Age not stated,99,Not stated,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,-,All ages,26,Total Per Age Group,Number,25145
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,-,All ages,1,0,Number,13716
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,-,All ages,2,1,Number,6823
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,-,All ages,3,2,Number,2711
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,-,All ages,4,3,Number,1036
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,-,All ages,5,4,Number,450
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,-,All ages,6,5,Number,158
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,-,All ages,8,6,Number,65
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,-,All ages,10,7,Number,31
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,-,All ages,11,8,Number,15
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,-,All ages,12,9,Number,5
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,-,All ages,15,10 or more,Number,2
VSA36C02,Births Outside Marriage/Civil Partnership,2008,2008,-,All ages,99,Not stated,Number,133
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,16,16 years,26,Total Per Age Group,Number,161
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,16,16 years,1,0,Number,158
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,16,16 years,2,1,Number,3
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,16,16 years,3,2,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,16,16 years,4,3,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,16,16 years,5,4,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,16,16 years,6,5,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,16,16 years,8,6,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,16,16 years,10,7,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,16,16 years,11,8,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,16,16 years,12,9,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,16,16 years,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,16,16 years,99,Not stated,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,17,17 years,26,Total Per Age Group,Number,343
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,17,17 years,1,0,Number,322
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,17,17 years,2,1,Number,21
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,17,17 years,3,2,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,17,17 years,4,3,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,17,17 years,5,4,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,17,17 years,6,5,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,17,17 years,8,6,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,17,17 years,10,7,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,17,17 years,11,8,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,17,17 years,12,9,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,17,17 years,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,17,17 years,99,Not stated,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,18,18 years,26,Total Per Age Group,Number,592
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,18,18 years,1,0,Number,538
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,18,18 years,2,1,Number,47
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,18,18 years,3,2,Number,4
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,18,18 years,4,3,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,18,18 years,5,4,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,18,18 years,6,5,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,18,18 years,8,6,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,18,18 years,10,7,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,18,18 years,11,8,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,18,18 years,12,9,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,18,18 years,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,18,18 years,99,Not stated,Number,3
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,19,19 years,26,Total Per Age Group,Number,935
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,19,19 years,1,0,Number,827
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,19,19 years,2,1,Number,97
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,19,19 years,3,2,Number,7
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,19,19 years,4,3,Number,2
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,19,19 years,5,4,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,19,19 years,6,5,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,19,19 years,8,6,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,19,19 years,10,7,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,19,19 years,11,8,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,19,19 years,12,9,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,19,19 years,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,19,19 years,99,Not stated,Number,2
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,20,20 years,26,Total Per Age Group,Number,1116
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,20,20 years,1,0,Number,884
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,20,20 years,2,1,Number,196
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,20,20 years,3,2,Number,25
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,20,20 years,4,3,Number,7
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,20,20 years,5,4,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,20,20 years,6,5,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,20,20 years,8,6,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,20,20 years,10,7,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,20,20 years,11,8,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,20,20 years,12,9,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,20,20 years,15,10 or more,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,20,20 years,99,Not stated,Number,4
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,21,21 years,26,Total Per Age Group,Number,1247
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,21,21 years,1,0,Number,941
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,21,21 years,2,1,Number,261
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,21,21 years,3,2,Number,40
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,21,21 years,4,3,Number,2
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,21,21 years,5,4,Number,1
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,21,21 years,6,5,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,21,21 years,8,6,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,21,21 years,10,7,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,21,21 years,11,8,Number,
VSA36C02,Births Outside Marriage/Civil Partnership,2009,2009,21,21 years,12,9,Number,
